"id","name","name_eng","category","category_specific","volume","alcohol","price","brand","nation","bottled","name_eng-2","region","region_detail","distillery","importer","external_image_url","image_url","full_image_url"
10101945,"보모어 10년 1L","Bowmore 10yo 1L","싱글몰트","싱글몰트 위스키",1000,"40",86500,"Bowmore","스코틀랜드",NULL,"Bowmore 10yo 1L","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/9ac37c8d-8b45-4e30-85e7-9f4c63ffdc1a.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101945_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101945.png"
20101456,"올드 퍼스 CS","Old Perth CS","블렌디드","블렌디드 몰트 위스키",700,"58.6",93000,"Old Perth","스코틀랜드",NULL,"Old Perth CS",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/26f6826b-0cdb-4897-ac06-fe1b88398f37.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101456_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101456.png"
20101457,"올드 퍼스 PX 리미티드 에디션","Old Perth PX Limited Edition","블렌디드","블렌디드 몰트 위스키",700,"56.2",160000,"Old Perth","스코틀랜드",NULL,"Old Perth PX Limited Edition",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/32556533-12f8-4aed-a3ee-14439be3d91b.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101457_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101457.png"
10101946,"보모어 12년","Bowmore 12yo","싱글몰트","싱글몰트 위스키",700,"40",78000,"Bowmore","스코틀랜드",NULL,"Bowmore 12yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/c56f9eda-badf-4ecf-805d-83d421bc90fb.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101946_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101946.png"
10102612,"피츠 비스트 CS","Peat's Beast CS","싱글몰트","싱글몰트 위스키",700,"52.1",105000,"Peat's Beast","스코틀랜드",NULL,"Peat's Beast CS",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/218e73df-ec89-4518-adf6-1b995492a3cb.webp",NULL,NULL
10101947,"보모어 15년","Bowmore 15yo","싱글몰트","싱글몰트 위스키",700,"43",135000,"Bowmore","스코틀랜드",NULL,"Bowmore 15yo","아일라 섬","","Bowmore",NULL,"/m/_next/image?url=https%3A%2F%2Fd1e2y5wc27crnp.cloudfront.net%2Fmedia%2Freviews%2Fc577a385-03fa-4d28-a678-0235d998935b.jpg&w=96&q=85","https://cdn.whisket.co.kr/public/whiskies_dsh/10101947_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101947.png"
10101948,"보모어 15년 1988 글래스고 가든 페스티벌","Bowmore 15yo 1988 Glasgow Garden Festival","싱글몰트","싱글몰트 위스키",750,"40",2000000,"Bowmore","스코틀랜드",NULL,"Bowmore 15yo 1988 Glasgow Garden Festival","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a5bc3dc3-d70e-439f-8087-8f4825986631.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101948_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101948.png"
20101458,"올드 퍼스 오리지널","Old Perth The Original","블렌디드","블렌디드 몰트 위스키",700,"46",85000,"Old Perth","스코틀랜드",NULL,"Old Perth The Original",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/344ca45b-736f-4e4f-802f-727ca0362d9e.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101458_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101458.png"
10101949,"보모어 15년 1L","Bowmore 15yo 1L","싱글몰트","싱글몰트 위스키",1000,"43",190000,"Bowmore","스코틀랜드",NULL,"Bowmore 15yo 1L","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/38d72fd7-0636-44b9-af10-d98d7230fb02.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101949_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101949.png"
10101950,"보모어 15년 다키스트","Bowmore 15yo Darkest","싱글몰트","싱글몰트 위스키",700,"40",400000,"Bowmore","스코틀랜드",NULL,"Bowmore 15yo Darkest","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/f8464b1b-85f3-4569-8f0b-0099b599f407.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101950_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101950.png"
30200969,"패피 반 윙클 23년","Pappy Van Winkle 23yo","버번","버번 위스키",750,"47.8",9000000,"Pappy Van Winkle","미국",NULL,"Pappy Van Winkle 23yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4da34e12-e0fa-42fc-8eb0-43829347e150.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/30200969_ds2.png","https://cdn.whisket.co.kr/public/whiskies/30200969.png"
62900067,"패트리돔 그란 리제르바","Patridom Gran Reserva","기타","럼",700,"40",61000,"Patridom","도미니카 공화국",NULL,"Patridom Gran Reserva",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/7d39eb56-1f58-4656-9d39-55edf5571a0e.webp",NULL,NULL
10101951,"보모어 15년 골든 앤 엘리건트 1L","Bowmore 15yo Golden & Elegant 1L","싱글몰트","싱글몰트 위스키",1000,"43",185000,"Bowmore","스코틀랜드",NULL,"Bowmore 15yo Golden & Elegant 1L","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0b035fd2-7998-48c3-b68f-1f72cfe8f31d.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101951_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101951.png"
62900068,"패트리돔 그란 리제르바 오버프루프","Patridom Gran Reserva Overproof","기타","럼",500,"57.5",62000,"Patridom","도미니카 공화국",NULL,"Patridom Gran Reserva Overproof",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4a8ae72c-fa21-4fe3-821a-f846ed1111cc.webp",NULL,NULL
10101952,"보모어 15년 마리너","Bowmore 15yo Mariner","싱글몰트","싱글몰트 위스키",700,"43",890000,"Bowmore","스코틀랜드",NULL,"Bowmore 15yo Mariner","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/250a4889-7717-4add-8696-9d3afbec16d2.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101952_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101952.png"
62900069,"패트리돔 셀렉시옹 익스클루시바","Patridom Selectión Exclusiva","기타","럼",700,"40",93400,"Patridom","도미니카 공화국",NULL,"Patridom Selectión Exclusiva",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/549c41b1-32a3-4599-9313-41bccbd5504c.webp",NULL,NULL
62900070,"패트리돔 XO","Patridom XO","기타","럼",700,"42",109900,"Patridom","도미니카 공화국",NULL,"Patridom XO",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/8d1014e6-b109-40fb-910f-9de1e1cecd65.webp",NULL,NULL
60600182,"페트론 아네호","Patron Anejo","기타","데킬라",750,"40",109000,"Patron","멕시코",NULL,"Patron Anejo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/35c45a46-a1a9-45d9-996a-14d1d149af9d.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600182_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600182.png"
60700480,"에이유 보드카 블루 라즈베리","AU Vodka blue Raspberry","기타","보드카",700,"35.2",99000,"AU","영국",NULL,"AU Vodka blue Raspberry",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/85dae6f8-a404-4e6d-97e0-7acaaa764f33.webp",NULL,NULL
60600183,"페트론 시트론지 오렌지","Patron Citronge Orange Liqueur","기타","리큐르",750,"35",70000,"Patron","멕시코",NULL,"Patron Citronge Orange Liqueur",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/79d1d1c8-e944-4ce3-a1a0-4045e3eb5863.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600183_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600183.png"
60600184,"페트론 레포사도","Patron Reposado","기타","데킬라",750,"40",105000,"Patron","멕시코",NULL,"Patron Reposado",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/6844700d-4645-418d-bf60-fdd8d60d3deb.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600184_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600184.png"
60600185,"페트론 실버","Patron Silver","기타","데킬라",750,"40",101000,"Patron","멕시코",NULL,"Patron Silver",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/97e5c16e-bedb-4385-8682-da4df2380abd.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600185_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600185.png"
60600186,"페트론 실버 1L","Patron Silver 1L","기타","데킬라",1000,"40",140000,"Patron","멕시코",NULL,"Patron Silver 1L",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a34edd1f-7ca3-4ec3-af3d-c80e48bdeb7e.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600186_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600186.png"
60600187,"페트론 XO 카페","Patron XO Cafe","기타","리큐르",750,"35",109000,"Patron","멕시코",NULL,"Patron XO Cafe",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/1fbc9485-c5e9-49ea-9b26-e39077fab910.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600187_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600187.png"
20501586,"피어스 디스틸러스 초이스 7년 블렌드","Pearse Distiller's Choice 7yo Blend","블렌디드","블렌디드 위스키",700,"43",64000,"Pearse","아일랜드",NULL,"Pearse Distiller's Choice 7yo Blend",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/7641d6b7-51f5-4d7f-8a36-f751b452cf52.webp",NULL,NULL
20501587,"피어스 더 오리지널 5년 블렌드","Pearse The Original 5yo Blend","블렌디드","블렌디드 위스키",700,"43",54000,"Pearse","아일랜드",NULL,"Pearse The Original 5yo Blend",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/9f669365-7d7a-44ca-b691-396c3244e46c.webp",NULL,NULL
10502826,"피어스 파운더스 초이스 12년 싱글몰트","Pearse Founder's Choice 12yo Single Malt","싱글몰트","싱글몰트 위스키",700,"43",75000,"Pearse","아일랜드",NULL,"Pearse Founder's Choice 12yo Single Malt",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/2e3dffaf-51f3-4587-b3a5-f4298990c4db.webp",NULL,NULL
20101461,"피트 침니","Peat Chimney","블렌디드","블렌디드 몰트 위스키",700,"46",93000,"Peat Chimney","스코틀랜드",NULL,"Peat Chimney",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/98d711c1-6caa-4ec8-a1ff-a781733542a0.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101461_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101461.png"
20101462,"피트 침니 배치 스트렝스 배치 No.002","Peat Chimney Batch Strength No.002","블렌디드","블렌디드 몰트 위스키",700,"57",115000,"Peat Chimney","스코틀랜드",NULL,"Peat Chimney Batch Strength No.002",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/7f8500fd-8dea-4bc0-b410-a22c74a96e4f.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101462_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101462.png"
10101953,"보모어 18년","Bowmore 18yo","싱글몰트","싱글몰트 위스키",700,"43",200000,"Bowmore","스코틀랜드",NULL,"Bowmore 18yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/9cd43aa2-eed4-4759-b3bd-1c34ecfcfa99.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101953_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101953.png"
10101954,"보모어 22년 더 체인질링","Bowmore 22yo The Changeling","싱글몰트","싱글몰트 위스키",700,"51.2",1249000,"Bowmore","스코틀랜드",NULL,"Bowmore 22yo The Changeling","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0faf4830-6cd1-49b1-b995-f52fd8153b99.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101954_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101954.png"
10102611,"피츠 비스트 배치 스트렝스","Peat's Beast Batch Strength","싱글몰트","싱글몰트 위스키",700,"52.1",89000,"Peat's Beast","스코틀랜드",NULL,"Peat's Beast Batch Strength",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/5cc64887-d947-45f2-8db1-e779ba5f937b.webp",NULL,NULL
10101955,"보모어 25년","Bowmore 25yo","싱글몰트","싱글몰트 위스키",700,"43",850000,"Bowmore","스코틀랜드",NULL,"Bowmore 25yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/67fdc2e9-6340-4671-aaa7-8a6274585528.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101955_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101955.png"
10101956,"보모어 27년 타임리스 시리즈","Bowmore 27yo Timeless Series","싱글몰트","싱글몰트 위스키",700,"52.7",2790000,"Bowmore","스코틀랜드",NULL,"Bowmore 27yo Timeless Series","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/1d8debbd-bb59-41ad-a819-7fa41e8de1f2.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101956_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101956.png"
50200773,"피어리스 라이 싱글 배럴","Peerless Rye Single Barrel","라이","라이 위스키",750,"54.4",335000,"Peerless","미국",NULL,"Peerless Rye Single Barrel",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/cbfa1ccd-e995-4f87-b96b-3c506466172d.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/50200773_ds2.png","https://cdn.whisket.co.kr/public/whiskies/50200773.png"
60700488,"브로커스 진","Broker's Gin","기타","진",700,"40",44000,NULL,"영국",NULL,"Broker's Gin",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/daed974e-6316-4e91-8ed8-420af2acfb1c.webp",NULL,NULL
30200970,"피어리스 더블 오크 버번","Peerless Double Oak Bourbon","버번","버번 위스키",750,"54",404000,"Peerless","미국",NULL,"Peerless Double Oak Bourbon",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/207ba21d-a454-49ce-a617-27684034ee0d.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/30200970_ds2.png","https://cdn.whisket.co.kr/public/whiskies/30200970.png"
10101957,"보모어 30년","Bowmore 30yo","싱글몰트","싱글몰트 위스키",700,"45.3",3050000,"Bowmore","스코틀랜드",NULL,"Bowmore 30yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a699670a-d8b4-448c-97b0-f5c3907652c3.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101957_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101957.png"
30200971,"피어리스 스몰 배치 버번","Peerless Small Batch Bourbon","버번","버번 위스키",750,"53",309000,"Peerless","미국",NULL,"Peerless Small Batch Bourbon",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0ce7dc13-aa15-4015-b292-4a93f48a2c37.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/30200971_ds2.png","https://cdn.whisket.co.kr/public/whiskies/30200971.png"
13202862,"펜더린 켈트","Penderyn Celt","싱글몰트","싱글몰트 위스키",700,"41",80500,"Penderyn","웨일즈",NULL,"Penderyn Celt",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/67bfd613-2546-4a6d-b95c-86ce8d6510d3.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/13202862_ds2.png","https://cdn.whisket.co.kr/public/whiskies/13202862.png"
13202863,"펜더린 레전드","Penderyn Legend","싱글몰트","싱글몰트 위스키",700,"41",74800,"Penderyn","웨일즈",NULL,"Penderyn Legend",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/de00f1e8-467b-4b5b-b110-e05fe8279c15.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/13202863_ds2.png","https://cdn.whisket.co.kr/public/whiskies/13202863.png"
13202864,"펜더린 마데이라","Penderyn Madeira","싱글몰트","싱글몰트 위스키",700,"46",93300,"Penderyn","웨일즈",NULL,"Penderyn Madeira",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/51e98c6b-cb23-4b88-8391-9fe19edb58c0.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/13202864_ds2.png","https://cdn.whisket.co.kr/public/whiskies/13202864.png"
13202865,"펜더린 미드","Penderyn Myth","싱글몰트","싱글몰트 위스키",700,"41",80500,"Penderyn","웨일즈",NULL,"Penderyn Myth",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/af3e9131-2ebb-43ba-9ce2-af54daefab41.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/13202865_ds2.png","https://cdn.whisket.co.kr/public/whiskies/13202865.png"
10101958,"보모어 40년","Bowmore 40yo","싱글몰트","싱글몰트 위스키",700,"48.7",22000000,"Bowmore","스코틀랜드",NULL,"Bowmore 40yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0b07e088-9652-41ad-877d-5b7b8c19bad9.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101958_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101958.png"
13202866,"펜더린 셰리우드","Penderyn Sherrywood","싱글몰트","싱글몰트 위스키",700,"46",127300,"Penderyn","웨일즈",NULL,"Penderyn Sherrywood",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d9c4045c-daa2-46e3-9e3e-7ac93d2ca5fb.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/13202866_ds2.png","https://cdn.whisket.co.kr/public/whiskies/13202866.png"
61900364,"플랜테이션 쓰리스타 럼","Plantation 3 Stars Rum","기타","럼",700,"41.2",41000,"Plantation","바베이도스",NULL,"Plantation 3 Stars Rum",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/15e7c693-5bad-4f81-b29f-eefb7497e384.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/61900364_ds2.png","https://cdn.whisket.co.kr/public/whiskies/61900364.png"
10101959,"보모어 50년","Bowmore 50yo","싱글몰트","싱글몰트 위스키",700,"46.9",99990000,"Bowmore","스코틀랜드",NULL,"Bowmore 50yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d13288ff-a187-47e0-bf5d-81f0a534a8f4.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101959_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101959.png"
10101960,"보모어 애스턴 마틴 10년 1L","Bowmore Aston Martin 10yo 1L","싱글몰트","싱글몰트 위스키",1000,"40",164000,"Bowmore","스코틀랜드",NULL,"Bowmore Aston Martin 10yo 1L","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d779c981-dd56-4852-bd04-d7bee36f83b1.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101960_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101960.png"
61900365,"플랜테이션 쓰리스타 럼 1L","Plantation 3 Stars Rum 1L","기타","럼",1000,"41.2",41000,"Plantation","바베이도스",NULL,"Plantation 3 Stars Rum 1L",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/15e7c693-5bad-4f81-b29f-eefb7497e384.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/61900365_ds2.png","https://cdn.whisket.co.kr/public/whiskies/61900365.png"
61900366,"플랜테이션 그랑 리저브","Plantation Grande Reserve","기타","럼",700,"40",49000,"Plantation","바베이도스",NULL,"Plantation Grande Reserve",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/70bf8662-35e4-45e9-bba6-56f9301048f2.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/61900366_ds2.png","https://cdn.whisket.co.kr/public/whiskies/61900366.png"
61900367,"플랜테이션 O.F.T.D","Plantation O.F.T.D","기타","럼",700,"69",50000,"Plantation","바베이도스",NULL,"Plantation O.F.T.D",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/5f6d152d-f18b-4a91-9e10-03da95059faa.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/61900367_ds2.png","https://cdn.whisket.co.kr/public/whiskies/61900367.png"
10101961,"보모어 애스턴 마틴 21년 마스터스 셀렉션","Bowmore Aston Martin 21yo Master's Selection","싱글몰트","싱글몰트 위스키",700,"51.8",1370000,"Bowmore","스코틀랜드",NULL,"Bowmore Aston Martin 21yo Master's Selection","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/3be334f5-7163-4812-9c30-07384f2379aa.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101961_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101961.png"
61900368,"플랜테이션 파인애플 럼","Plantation Pineapple Rum","기타","럼",700,"40",65000,"Plantation","바베이도스",NULL,"Plantation Pineapple Rum",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/3917c817-63d8-4749-8f22-ba67a49de62b.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/61900368_ds2.png","https://cdn.whisket.co.kr/public/whiskies/61900368.png"
61900369,"플랜테이션 럼 오리지널 다크","Plantation Rum Original Dark","기타","럼",700,"40",42000,"Plantation","바베이도스",NULL,"Plantation Rum Original Dark",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/54584e7b-1f36-412b-a0b3-c6206d22d8c6.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/61900369_ds2.png","https://cdn.whisket.co.kr/public/whiskies/61900369.png"
10101962,"보모어 애스턴 마틴 22년 마스터스 셀렉션 2","Bowmore Aston Martin 22yo Master's Selection 2","싱글몰트","싱글몰트 위스키",700,"51.5",850000,"Bowmore","스코틀랜드",NULL,"Bowmore Aston Martin 22yo Master's Selection 2","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/ed74d343-4fbf-4758-b488-976d8a405d39.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101962_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101962.png"
10101963,"보모어 애스턴 마틴 22년 마스터스 셀렉션 3","Bowmore Aston Martin 22yo Master's Selection 3","싱글몰트","싱글몰트 위스키",700,"51",750000,"Bowmore","스코틀랜드",NULL,"Bowmore Aston Martin 22yo Master's Selection 3","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/edf7697c-e51a-49cb-b9a3-1eb97f2d01a4.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101963_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101963.png"
10101964,"보모어 클라렛","Bowmore Claret","싱글몰트","싱글몰트 위스키",700,"56",2300000,"Bowmore","스코틀랜드",NULL,"Bowmore Claret","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d538356e-fa67-4c97-a526-4a7d3d080066.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101964_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101964.png"
10101965,"보모어 데이비드 심슨 20년","Bowmore David Simson 20yo","싱글몰트","싱글몰트 위스키",700,"50.7",1350000,"Bowmore","스코틀랜드",NULL,"Bowmore David Simson 20yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/bbbccbac-724c-4dbf-b026-c76af1392b2b.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101965_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101965.png"
10101966,"보모어 싱글 캐스크 26년","Bowmore FassZination Single Cask 26yo","싱글몰트","싱글몰트 위스키",700,"46",1190000,"Bowmore","스코틀랜드",NULL,"Bowmore FassZination Single Cask 26yo","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/d7aca92b-8e69-4472-8713-a1d0192df11d.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101966_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101966.png"
10101967,"보모어 레전드","Bowmore Legend","싱글몰트","싱글몰트 위스키",700,"40",720000,"Bowmore","스코틀랜드",NULL,"Bowmore Legend","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/04aff8d8-d659-4d58-a04e-e9697a35fc65.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101967_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101967.png"
61100543,"캄파리 캐스크 테일즈","Campari Cask Tales","기타","리큐르",1000,"25",125000,"Campari","이탈리아",NULL,"Campari Cask Tales",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/b39ec569-48de-44b3-b42f-6fd6a4a426ce.webp",NULL,NULL
10101968,"보모어 타임리스 29년 리미티드 릴리즈","Bowmore Timeless 29yo Limited Release","싱글몰트","싱글몰트 위스키",700,"53.7",2680000,"Bowmore","스코틀랜드",NULL,"Bowmore Timeless 29yo Limited Release","아일라 섬","","Bowmore",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a2b4a2c8-6e83-4cc3-941f-406cc99611ff.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101968_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101968.png"
