"id","name","name_eng","category","category_specific","volume","alcohol","price","brand","nation","bottled","name_eng-2","region","region_detail","distillery","importer","external_image_url","image_url","full_image_url"
20101542,"티모러스 비스티 13년 미트 더 비스트 에디션 CS","Timorous Beastie 13yo Meet The Beast Edition CS","블렌디드","블렌디드 위스키",700,"52.5",214000,"Timorous Beastie","스코틀랜드",NULL,"Timorous Beastie 13yo Meet The Beast Edition CS",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/038b80cb-f24e-4492-ba6c-064ef2c49ed3.webp",NULL,NULL
20101543,"티모러스 비스티 CS","Timorous Beastie CS","블렌디드","블렌디드 위스키",700,"54.9",180000,"Timorous Beastie","스코틀랜드",NULL,"Timorous Beastie CS",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/9762f599-a039-49e3-80f7-5ab9e834285c.webp",NULL,NULL
10402919,"츠누키 2022 에디션","Tsunuki Edition 2022","싱글몰트","싱글몰트 위스키",700,"50",210000,"Tsunuki","일본",NULL,"Tsunuki Edition 2022",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/6236b471-eaae-488b-bff0-9b3119096382.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10402919_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10402919.png"
10102762,"싱글톤 더프타운 17년","The Singleton of Dufftown 17yo","싱글몰트","싱글몰트 위스키",700,"55.1",225000,"Singleton","스코틀랜드",NULL,"The Singleton of Dufftown 17yo","스페이사이드","","Dufftown",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/c11bd4b7-807e-467e-91f4-8386b61a300d.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10102762_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10102762.png"
10102764,"싱글톤 더프타운 18년","The Singleton of Dufftown 18yo","싱글몰트","싱글몰트 위스키",700,"40",185000,"Singleton","스코틀랜드",NULL,"The Singleton of Dufftown 18yo","스페이사이드","","Dufftown",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/65292b23-2821-4ab2-a626-d07d92444b1e.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10102764_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10102764.png"
10402920,"츠누키 2023 에디션","Tsunuki Edition 2023","싱글몰트","싱글몰트 위스키",700,"50",205000,"Tsunuki","일본",NULL,"Tsunuki Edition 2023",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/e46aa8f9-11fa-4393-9e8d-57e3c04c63a6.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10402920_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10402920.png"
10402921,"츠누키 2024 에디션","Tsunuki Edition 2024","싱글몰트","싱글몰트 위스키",700,"50",210000,"Tsunuki","일본",NULL,"Tsunuki Edition 2024",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/fefb22a1-67c3-4c29-9495-7b82a050ac7e.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10402921_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10402921.png"
20101544,"턴테이블 비터스윗 심포니","Turntable Bittersweet Symphony","블렌디드","블렌디드 위스키",700,"46",134700,"Turntable","스코틀랜드",NULL,"Turntable Bittersweet Symphony",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/83dde6d6-9522-4dd5-914d-71355ec8866c.webp",NULL,NULL
20101545,"턴테이블 파라다이스 펑크","Turntable Paradise Funk","블렌디드","블렌디드 위스키",700,"46",128000,"Turntable","스코틀랜드",NULL,"Turntable Paradise Funk",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4f16ba9d-a109-4c2d-a968-cf60f411141f.webp",NULL,NULL
20101546,"턴테이블 스모킹 리프","Turntable Smokin' Riff","블렌디드","블렌디드 위스키",700,"46",128000,"Turntable","스코틀랜드",NULL,"Turntable Smokin' Riff",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/14e36ac7-aa8a-42bf-a1b5-5db61c8ab801.webp",NULL,NULL
41101061,"베키아 로마냐 클라시카","Vecchia Romagna Classica","브랜디","브랜디",700,"37.2",32000,"Vecchia","이탈리아",NULL,"Vecchia Romagna Classica",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/59e5d38b-497a-4fa7-badc-c000f01723b4.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/41101061_ds2.png","https://cdn.whisket.co.kr/public/whiskies/41101061.png"
41101062,"베키아 로마냐 에티체타 네라","Vecchia Romagna Etichetta Nera","브랜디","브랜디",700,"38",42000,"Vecchia","이탈리아",NULL,"Vecchia Romagna Etichetta Nera",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/5d28144b-bf2e-41f4-bc68-6e9b30ffa869.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/41101062_ds2.png","https://cdn.whisket.co.kr/public/whiskies/41101062.png"
41101063,"베키아 로마냐 트레보티","Vecchia Romagna Tre Botti","브랜디","브랜디",700,"40.8",102700,"Vecchia","이탈리아",NULL,"Vecchia Romagna Tre Botti",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/ab9a3492-e2b3-4098-8e86-e20287403200.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/41101063_ds2.png","https://cdn.whisket.co.kr/public/whiskies/41101063.png"
50200797,"베리 올드 세인트 닉 훼이스 앤 컨빅션","Very Olde St Nick Faith Conviction","라이","라이 위스키",750,"54.6",654000,"Very Olde St Nick ","미국",NULL,"Very Olde St Nick Faith Conviction",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/216f43be-66bd-49b4-9b24-fa101b0b2ccd.webp",NULL,NULL
50200798,"베리 올드 세인트 닉 썸머 라이 CS","Very Olde st Nick Summer Rye CS","라이","라이 위스키",750,"59.2",625000,"Very Olde St Nick ","미국",NULL,"Very Olde st Nick Summer Rye CS",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/c0ed3b36-f980-4c53-9bcc-4e4edb3f9ad6.webp",NULL,NULL
50200799,"베리 올드 세인트 닉 윈터 라이","Very Olde st Nick Winter Rye","라이","라이 위스키",750,"53.05",420000,"Very Olde St Nick ","미국",NULL,"Very Olde st Nick Winter Rye",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/d31199d8-faee-4716-879f-eacf97c34547.webp",NULL,NULL
10101851,"발레친 에드라두어 10년","Ballechin Edradour 10yo","싱글몰트","싱글몰트 위스키",700,"46",129000,"Ballechin","스코틀랜드",NULL,"Ballechin Edradour 10yo","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/aff7bf02-dbd5-48d4-833e-baf4d4c47ce2.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101851_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101851.png"
10101852,"발레친 에드라두어 14년 그랜드 아로마 럼 캐스크","Ballechin Edradour 14yo Grand Arome Rum Cask","싱글몰트","싱글몰트 위스키",700,"61",412900,"Ballechin","스코틀랜드",NULL,"Ballechin Edradour 14yo Grand Arome Rum Cask","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/5d988325-097c-437c-b97a-80c18e26d088.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101852_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101852.png"
20501598,"웨스트콕 블렌디드 버번 캐스크","West Cork Blended Bourbon Cask","블렌디드","블렌디드 위스키",700,"40",30000,"West Cork","아일랜드",NULL,"West Cork Blended Bourbon Cask",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/6470ddb6-ef5a-4ee6-a080-1292c091ebde.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20501598_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20501598.png"
20501599,"웨스트콕 블렌디드 CS","West Cork Blended CS","블렌디드","블렌디드 위스키",700,"62",54000,"West Cork","아일랜드",NULL,"West Cork Blended CS",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/ed8328b1-bc70-4300-99e2-da1363218031.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20501599_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20501599.png"
20101547,"화이트 헤더 15년","White Heather 15yo","블렌디드","블렌디드 위스키",700,"46",144000,"White Heather","스코틀랜드",NULL,"White Heather 15yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/bae84061-8e50-46a8-aa65-2d9262c02b34.webp",NULL,NULL
20101548,"화이트 헤더 21년","White Heather 21yo","블렌디드","블렌디드 위스키",700,"48",279000,"White Heather","스코틀랜드",NULL,"White Heather 21yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/0b4a1620-13a7-4469-b584-bb7d5ae1c860.webp",NULL,NULL
20101549,"화이트 앤 맥케이 블렌디드 위스키","Whyte & Mackay Blended Whisky","블렌디드","블렌디드 위스키",700,"40",23900,"Whyte & Mackay","스코틀랜드",NULL,"Whyte & Mackay Blended Whisky",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/456a09c8-fbac-4fa6-87ca-9da96b43df5a.webp",NULL,NULL
30201036,"윌더니스 트레일 패밀리 리저브 버번 17E05-9","Wilderness Trail Family Reserve Bourbon 17E05-9","버번","버번 위스키",750,"57.03",299000,"Wilderness Trail","미국",NULL,"Wilderness Trail Family Reserve Bourbon 17E05-9",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/dc47ee3b-b34d-4e31-99ac-1d80d6bae8fc.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/30201036_ds2.png","https://cdn.whisket.co.kr/public/whiskies/30201036.png"
20101550,"와일드무어 23년","Wildmoor 23yo","블렌디드","블렌디드 위스키",700,"42",308000,"Wildmoor","스코틀랜드",NULL,"Wildmoor 23yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/91a54dd9-0954-4b00-8233-7891f809aa07.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101550_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101550.png"
20101551,"와일드무어 30년","Wildmoor 30yo","블렌디드","블렌디드 위스키",700,"42",694900,"Wildmoor","스코틀랜드",NULL,"Wildmoor 30yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/4ab133e5-6943-448c-9edd-1e7a917a97d0.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101551_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101551.png"
20101552,"윈저 12년 450ml","Windsor 12yo 450ml","블렌디드","블렌디드 위스키",450,"40",39900,"Windsor","스코틀랜드",NULL,"Windsor 12yo 450ml",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/b85ddaed-6a88-4a0a-8a49-c52298c926e9.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101552_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101552.png"
20101553,"윈저 12년 500ml","Windsor 12yo 500ml","블렌디드","블렌디드 위스키",500,"40",31800,"Windsor","스코틀랜드",NULL,"Windsor 12yo 500ml",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/57ea6c28-7060-48d8-b062-1fde2b7685e5.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101553_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101553.png"
20101554,"윈저 17년 450ml","Windsor 17yo 450ml","블렌디드","블렌디드 위스키",450,"40",45900,"Windsor","스코틀랜드",NULL,"Windsor 17yo 450ml",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/b4e2ce11-5bc0-46bf-9b7e-57c7d96f12c0.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101554_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101554.png"
10101853,"발레친 에드라두어 20년 CS","Ballechin Edradour 20yo","싱글몰트","싱글몰트 위스키",700,"52.8",550000,"Ballechin","스코틀랜드",NULL,"Ballechin Edradour 20yo","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/048a9277-3137-434b-873a-ee4ed6cd4188.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101853_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101853.png"
20101555,"윈저 21년","Windsor 21yo","블렌디드","블렌디드 위스키",500,"40",99900,"Windsor","스코틀랜드",NULL,"Windsor 21yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/baro_pickup/product/thumbnail/14e0fe36-29ec-41e9-b44d-b4ad3f8e2d0e.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101555_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101555.png"
20101556,"윈저 블랙","Windsor Black 17Yo","블렌디드","블렌디드 위스키",450,"40",67000,"Windsor","스코틀랜드",NULL,"Windsor Black 17Yo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/03fcb2d7-ba20-44c3-8e79-626b5622a2f1.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101556_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101556.png"
20101557,"윈저 W 허니 450ml","Windsor W Honey 450ml","블렌디드","블렌디드 위스키",450,"32.5",31900,"Windsor","스코틀랜드",NULL,"Windsor W Honey 450ml",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a5a5b095-d00b-404c-8f3f-f0fbba72f375.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101557_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101557.png"
20101558,"윈저 W 아이스 450ml","Windsor W Ice 450ml","블렌디드","블렌디드 위스키",450,"35",30000,"Windsor","스코틀랜드",NULL,"Windsor W Ice 450ml",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/ebcb8753-0a8d-49ea-b9fb-8ef25a4c897a.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101558_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101558.png"
20101559,"윈저 W 시그니처 12년 450ml","Windsor W Signature 12yo 450ml","블렌디드","블렌디드 위스키",450,"35",36400,"Windsor","스코틀랜드",NULL,"Windsor W Signature 12yo 450ml",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/df5006b7-3675-4c84-afea-f07d21efa4e9.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101559_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101559.png"
20101560,"윈저 XR","Windsor XR","블렌디드","블렌디드 위스키",700,"40",99000,"Windsor","스코틀랜드",NULL,"Windsor XR",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/eb488f5d-fb04-49f2-9c27-f1fc8cc67598.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101560_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101560.png"
20101232,"발렌타인 17년(구형)","Ballantine's 17yo (Old Bottle)","블렌디드","블렌디드 위스키",700,"40",115000,"Ballantine","스코틀랜드",NULL,"Ballantine's 17yo (Old Bottle)",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/ca179aa1-f396-4b4e-a42d-41342095c145.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/20101232_ds2.png","https://cdn.whisket.co.kr/public/whiskies/20101232.png"
10101854,"발레친 에드라두어 SFTC 10년","Ballechin Edradour SFTC 10yo","싱글몰트","싱글몰트 위스키",500,"60",269000,"Ballechin","스코틀랜드",NULL,"Ballechin Edradour SFTC 10yo","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/39b27e22-2b2a-4d03-b831-a1dcf2c27ef7.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101854_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101854.png"
10101855,"발레친 에드라두어 SFTC 12년","Ballechin Edradour SFTC 12yo","싱글몰트","싱글몰트 위스키",500,"58.4",365000,"Ballechin","스코틀랜드",NULL,"Ballechin Edradour SFTC 12yo","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/3b7004d4-06c3-4c71-aee8-f6db2806ac92.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101855_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101855.png"
65500007,"베인스 싱글 그레인","Bain's Single Grain","기타","싱글 그레인 위스키",750,"43",76900,"Bain’s","남아프리카 공화국",NULL,"Bain's Single Grain",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/a610a0e5-b2c4-4205-9c26-79dbbdb130c9.webp",NULL,NULL
10101856,"발레친 SBCS 15년","Ballechin SBCS 15yo","싱글몰트","싱글몰트 위스키",700,"58.9",340000,"Ballechin","스코틀랜드",NULL,"Ballechin SBCS 15yo","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/23beb37d-38aa-434d-bf0f-d397a9f25fd7.webp",NULL,NULL
10102585,"옥토모어 07.1 에디션","Octomore 07.1 Edition","싱글몰트","싱글몰트 위스키",700,"59.5",490000,"Octomore","스코틀랜드",NULL,"Octomore 07.1 Edition","아일라 섬","","Bruichladdich",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/ca2a8046-da47-45e8-910c-948f66475dd5.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10102585_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10102585.png"
10101761,"아벨라워 18년(구형)","Aberlour 18yo (Old Bottle)","싱글몰트","싱글몰트 위스키",700,"43",250000,"Aberlour","스코틀랜드",NULL,"Aberlour 18yo (Old Bottle)","스페이사이드","","Aberlour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/7b10e851-3b11-4ef0-9867-93a3dde124bd.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101761_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101761.png"
10102586,"옥토모어 07.2 에디션","Octomore 07.2 Edition","싱글몰트","싱글몰트 위스키",700,"58.5",845000,"Octomore","스코틀랜드",NULL,"Octomore 07.2 Edition","아일라 섬","","Bruichladdich",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/ea43dd83-4b0d-4157-9831-6445ca61ad84.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10102586_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10102586.png"
10102593,"옥토모어 11.1 에디션","Octomore 11.1 Edition","싱글몰트","싱글몰트 위스키",700,"59.4",599000,"Octomore","스코틀랜드",NULL,"Octomore 11.1 Edition","아일라 섬","","Bruichladdich",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/256ab2d1-e1bf-4274-8fb9-1d1488c369e3.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10102593_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10102593.png"
10102594,"옥토모어 12.1 에디션","Octomore 12.1 Edition","싱글몰트","싱글몰트 위스키",700,"59.9",520000,"Octomore","스코틀랜드",NULL,"Octomore 12.1 Edition","아일라 섬","","Bruichladdich",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/37c9aa43-068a-479a-b189-a0ce7326aad2.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10102594_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10102594.png"
10101751,"애버펠디 16년 익셉셔널 캐스크","Aberfeldy 16yo Exceptional Cask","싱글몰트","싱글몰트 위스키",700,"43",270000,"Aberfeldy","스코틀랜드",NULL,"Aberfeldy 16yo Exceptional Cask","하이랜드","","Aberfeldy",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/e93021b8-f2e8-49be-bd5e-8aa821ca559e.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101751_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101751.png"
10101994,"칼레도니아 에드라두어 12년","Caledonia Edradour 12yo","싱글몰트","싱글몰트 위스키",700,"46",194000,"Edradour","스코틀랜드",NULL,"Caledonia Edradour 12yo","하이랜드","","Edradour",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/f3a37b4e-bf39-48e7-b3b0-3c99baa28088.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101994_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101994.png"
30200859,"버팔로 트레이스","Buffalo Trace","버번","버번 위스키",750,"45",44600,"Buffalo Trace","미국",NULL,"Buffalo Trace","켄터키","","Buffalo Trace",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/ee2fdf59-1848-45a7-a806-a3ea04d0c8f6.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/30200859_ds2.png","https://cdn.whisket.co.kr/public/whiskies/30200859.png"
60600122,"1800 크리스탈리노 38%","1800 Cristalino 38%","기타","데킬라",700,"38",101900,"1800","멕시코",NULL,"1800 Cristalino 38%",NULL,"","Fábrica La Rojeña",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/fb514901-f1ea-4c73-be30-fa1b5654a150.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600122_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600122.png"
60600123,"1800 크리스탈리노 40%","1800 Cristalino 40%","기타","데킬라",750,"40",101900,"1800","멕시코",NULL,"1800 Cristalino 40%",NULL,"","Fábrica La Rojeña",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/8a54687e-4883-44d0-9505-bee928617925.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600123_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600123.png"
60600121,"1800 크리스탈리노 35%","1800 Cristalino 35%","기타","데킬라",750,"35",109000,"1800","멕시코",NULL,"1800 Cristalino 35%",NULL,"","Fábrica La Rojeña",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/3e7215a7-6989-459c-af53-704cef64febe.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/60600121_ds2.png","https://cdn.whisket.co.kr/public/whiskies/60600121.png"
10101815,"아란 쿼터 캐스크","Arran Quarter Cask","싱글몰트","싱글몰트 위스키",700,"56.2",105000,"Arran","스코틀랜드",NULL,"Arran Quarter Cask","아란 섬","","Lochranza",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/584b6a26-0dc0-41c4-a5c5-9830bb86fc86.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/10101815_ds2.png","https://cdn.whisket.co.kr/public/whiskies/10101815.png"
10102056,"패터캐른 12년","Fettercairn 12yo","싱글몰트","싱글몰트 위스키",700,"40",105000,"Fettercairn","스코틀랜드",NULL,"Fettercairn 12yo","하이랜드","","Fettercairn",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/65b37c47-e33d-417f-9bcd-55ae3dc8403e.webp",NULL,NULL
60200284,"리틀 북 챕터 6","Little Book Chapter 6","기타","아메리칸 위스키",750,"58.7",600000,"Little Book","미국",NULL,"Little Book Chapter 6",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/0edc9512-0c7c-4eb5-a039-e99d8e4237e1.webp",NULL,NULL
60600156,"돈 나초 트리부토 블랑코","Don Nacho Tributo Blanco","기타","데킬라",750,"40",109300,NULL,"멕시코",NULL,"Don Nacho Tributo Blanco",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/e77dca7f-1c59-410a-85ed-92eb13c9baba.webp",NULL,NULL
60600157,"엘 테소로 아네호","El Tesoro Anejo","기타","데킬라",750,"40",145500,NULL,"멕시코",NULL,"El Tesoro Anejo",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/2dbefdd8-7a7a-4659-ab4e-c323d355836b.webp",NULL,NULL
60600158,"엘 테소로 레포사도","El Tesoro Reposado","기타","데킬라",750,"40",130000,NULL,"멕시코",NULL,"El Tesoro Reposado",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/e79902b7-4d25-4d55-a980-c81265d3f520.webp",NULL,NULL
60600159,"에스폴론 블랑코 데킬라","Espolon Blanco Tequila","기타","데킬라",750,"40",62000,NULL,"멕시코",NULL,"Espolon Blanco Tequila",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/cc16d702-1c56-4013-993d-e1a4208bcf53.webp",NULL,NULL
64000048,"플로르 데 카냐 12년","Flor de Caña 12yo","기타","럼",700,"40",106400,"Flor de Caña","니카라과",NULL,"Flor de Caña 12yo",NULL,"","Flor de Caña",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/c295b1a3-eb9c-4d35-a471-2860189063e7.webp",NULL,NULL
64000049,"플로르 데 카냐 18년","Flor de Caña 18yo","기타","럼",700,"40",186400,"Flor de Caña","니카라과",NULL,"Flor de Caña 18yo",NULL,"","Flor de Caña",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/e503c5c2-478d-4172-a487-f45dda56499e.webp",NULL,NULL
64000050,"플로르 데 카냐 25년","Flor de Caña 25yo","기타","럼",700,"40",512500,"Flor de Caña","니카라과",NULL,"Flor de Caña 25yo",NULL,"","Flor de Caña",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/3492b9d8-86c4-440a-865e-6b1d655909f1.webp",NULL,NULL
60200334,"더 오리지널 골드바 위스키","The Original Gold Bar Whiskey","기타","아메리칸 위스키",750,"40",105000,"Gold Bar","미국",NULL,"The Original Gold Bar Whiskey",NULL,"","",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/core/product/thumbnail/e8e8b60a-770c-4f67-ba67-ee3300ce0a5d.webp",NULL,NULL
50200750,"1776 올드 페퍼 싱글 배럴 라이","1776 Old Pepper Single Barrel Rye","라이","라이 위스키",750,"55",161000,"1776 James E.Pepper","미국",NULL,"1776 Old Pepper Single Barrel Rye","테네시","","James E. Pepper",NULL,"https://d1e2y5wc27crnp.cloudfront.net/media/smartorder_reservation/product/thumbnail/dbe078bb-56da-4a2a-a661-5b69e627a54a.webp","https://cdn.whisket.co.kr/public/whiskies_dsh/50200750_ds2.png","https://cdn.whisket.co.kr/public/whiskies/50200750.png"
